timestamp,user_id,latitude,longitude,country,device,genre,playlist_created,playlist_modified,songs_played,songs_liked,is_attacker,hour,day_of_week,is_weekend,is_night,distance_km,speed_kmh,country_changed,impossible_travel,is_new_device,device_entropy,avg_songs_played,std_songs_played,songs_played_zscore,avg_playlist_created,std_playlist_created,playlist_created_zscore,avg_playlist_modified,std_playlist_modified,playlist_modified_zscore,avg_songs_liked,std_songs_liked,songs_liked_zscore,genre_changed,genre_rarity,risk_score
2026-01-26 18:13:10.511079,selen_01,41.0082,28.9784,TR,iPhone 14,jazz,0,0,14,4,False,18,0,0,0,0.0,0.0,0,0,1,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,1.0,0.2802308537925981
2026-01-26 20:30:10.514069,selen_01,41.0082,28.9784,TR,iPhone 13,rock,0,0,11,5,False,20,0,0,0,0.0,0.0,0,0,1,5,12.5,2.1213203435596424,-0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7071067811865476,0.7071067811865475,1,1.0,0.2802308537925981
2026-01-26 21:09:10.511079,selen_01,41.0082,28.9784,TR,iPhone 13,pop,0,0,13,1,False,21,0,0,0,0.0,0.0,0,0,0,5,12.666666666666666,1.5275252316519468,0.21821789023599275,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.0816659994661326,-1.1208970766356101,1,1.0,0.040032979113228284
2026-01-26 22:38:10.511079,selen_01,41.0082,28.9784,TR,MacBook Pro,rock,0,0,18,0,False,22,0,0,0,0.0,0.0,0,0,1,5,14.0,2.9439202887759492,1.3587324409735149,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.3804761428476167,-1.0502100630210074,1,0.75,0.25020611945767685
2026-01-27 00:13:10.511079,selen_01,41.0082,28.9784,TR,MacBook Pro,indie,0,0,8,3,False,0,1,0,1,0.0,0.0,0,0,0,5,12.8,3.70135110466435,-1.296823744699918,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.073644135332772,0.19289712886816482,1,1.0,0.2201813851227556
2026-01-27 01:32:10.511079,selen_01,41.0082,28.9784,TR,iPhone 14,rock,0,0,24,0,False,1,1,0,1,0.0,0.0,0,0,0,5,14.666666666666666,5.645056834671079,1.6533639264727014,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,2.136976056643281,-1.0138937495022864,1,0.6666666666666667,0.1801484060095273
2026-01-27 01:40:10.511079,selen_01,41.0082,28.9784,TR,iPhone 14,indie,0,0,22,1,False,1,1,0,1,0.0,0.0,0,0,0,5,15.714285714285714,5.851332774513447,1.0742363369065022,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.5,1,0.8571428571428572,0.20302439407422918
2026-01-27 01:53:10.511079,selen_01,41.0082,28.9784,TR,iPhone 14,pop,0,0,17,5,False,1,1,0,1,0.0,0.0,0,0,0,5,15.875,5.436319658424385,0.20694147340225758,0.0,0.0,0.0,0.0,0.0,0.0,2.375,2.1339098923270936,1.2301362908709128,1,0.875,0.20516901795529496
2026-01-27 03:57:10.511079,selen_01,41.0082,28.9784,TR,MacBook Pro,jazz,0,0,8,5,False,3,1,0,1,0.0,0.0,0,0,0,5,15.0,5.722761571129799,-1.223185679325453,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.179449471770337,1.0706067580626215,1,0.8888888888888888,0.2068370587516795
2026-01-27 04:55:10.514069,selen_01,41.0082,28.9784,TR,MacBook Pro,rock,0,0,23,4,False,4,1,0,1,0.0,0.0,0,0,0,5,15.8,5.959119994689746,1.2082320890359681,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.0976176963403033,0.5720775535473555,1,0.7,0.1841517039208501
